56,56,3,16,16,3840,0,1,1
11,18,3840,1,1,3840,1,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,197,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,197,1,1,3840,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,15360,1,1,1
11,18,3072,1,1,3840,0,1,1
11,18,3840,1,1,3840,1,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,197,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,197,1,1,3840,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,15360,1,1,1
11,18,3072,1,1,3840,0,1,1
11,18,3840,1,1,3840,1,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,197,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,197,1,1,3840,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,15360,1,1,1
11,18,3072,1,1,3840,0,1,1
11,18,3840,1,1,3840,1,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,197,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,197,1,1,3840,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,15360,1,1,1
11,18,3072,1,1,3840,0,1,1
11,18,3840,1,1,3840,1,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,197,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,197,1,1,3840,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,15360,1,1,1
11,18,3072,1,1,3840,0,1,1
11,18,3840,1,1,3840,1,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,197,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,197,1,1,3840,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,15360,1,1,1
11,18,3072,1,1,3840,0,1,1
11,18,3840,1,1,3840,1,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,197,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,197,1,1,3840,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,15360,1,1,1
11,18,3072,1,1,3840,0,1,1
11,18,3840,1,1,3840,1,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,197,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,197,1,1,3840,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,15360,1,1,1
11,18,3072,1,1,3840,0,1,1
11,18,3840,1,1,3840,1,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,197,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,197,1,1,3840,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,15360,1,1,1
11,18,3072,1,1,3840,0,1,1
11,18,3840,1,1,3840,1,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,197,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,197,1,1,3840,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,15360,1,1,1
11,18,3072,1,1,3840,0,1,1
11,18,3840,1,1,3840,1,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,197,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,197,1,1,3840,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,15360,1,1,1
11,18,3072,1,1,3840,0,1,1
11,18,3840,1,1,3840,1,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,197,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,197,1,1,3840,0,1,1
11,18,3840,1,1,3840,0,1,1
11,18,3840,1,1,15360,1,1,1
11,18,3072,1,1,3840,0,1,1
1,1,3840,1,1,2400,0,1,1
